pos_single;pos_context;base_single;base_context;orth_single;orth_context;number_single;number_context;case_single;case_context;gender_single;gender_context;rel_tok_distance;pos_between;phrase_type;sumo_concept;synset_id;sumo_concept_bs;synset_id_bs;pos_context_bs;base_context_bs;orth_context_bs;number_context_bs;case_context_bs;gender_context_bs;pos_context_bow;base_context_bow;orth_context_bow;number_context_bow;case_context_bow;gender_context_bow;synset_id_bow;first_predicate;second_predicate;relation_name
"ger;subst";"substpraetqubconjprep;substinterpNONENONENONE";"przyjąć;traktat";"Hiszpan;opowiedzieć;się;jednak;za;traktat;.;NONE;NONE;NONE";"przyjęciem;traktatu";"Hiszpanów;opowiedziała;się;jednak;za;traktatu;.;NONE;NONE;NONE";"sg;sg";"plsg___;sg_";"inst;gen";"gen___inst;gen_";"n;m3";"m1f___;m3_";1;;chunk_np;NONE_subsumed:Treaty;"NONE;6439";NONE_subsumed:Treaty;"NONE;6439";"substpraetqubconjprep;substinterpNONENONENONE";"Hiszpan;opowiedzieć;się;jednak;za;traktat;.;NONE;NONE;NONE";"Hiszpanów;opowiedziała;się;jednak;za;traktatu;.;NONE;NONE;NONE";"plsg___;sg_";"gen___inst;gen_";"m1f___;m3_";"substpraetqubconjprep;substinterpNONENONENONE";"Hiszpan;opowiedzieć;się;jednak;za;traktat;.;NONE;NONE;NONE";"Hiszpanów;opowiedziała;się;jednak;za;traktatu;.;NONE;NONE;NONE";"plsg___;sg_";"gen___inst;gen_";"m1f___;m3_";"NONE;6439";"0;0";"0;0";"undergoer;patient"
"subst;adj";"adjinterpsubstinterpadj;prepsubstNONENONENONE";"banknot;nowy";"2007-06-22;:;Dania;:;nowy;zamiast;euro;NONE;NONE;NONE";"banknoty;nowe";"2007-06-22;:;Dania;:;nowe;zamiast;euro;NONE;NONE;NONE";"pl;pl";"sg_sg_pl;_sg";"nom;nom";"nom_nom_nom;gengen";"m3;m3";"m3_f_m3;_n";1;;chunk_np;subsumed:CurrencyBill_NONE;"2313;420068";subsumed:CurrencyBill_NONE;"2313;420068";"adjinterpsubstinterpadj;prepsubstNONENONENONE";"2007-06-22;:;Dania;:;nowy;zamiast;euro;NONE;NONE;NONE";"2007-06-22;:;Dania;:;nowe;zamiast;euro;NONE;NONE;NONE";"sg_sg_pl;_sg";"nom_nom_nom;gengen";"m3_f_m3;_n";"adjinterpsubstinterpadj;prepsubstNONENONENONE";"2007-06-22;:;Dania;:;nowy;zamiast;euro;NONE;NONE;NONE";"2007-06-22;:;Dania;:;nowe;zamiast;euro;NONE;NONE;NONE";"sg_sg_pl;_sg";"nom_nom_nom;gengen";"m3_f_m3;_n";"2313;420068";"0;0";"0;0";attribute
"subst;subst";"NONEadjsubstsubstpraet;substconjsubstsubstprep";"zmiana;wzór";"NONE;narodowy;bank;Dania;zapowiedzieć;wzór;i;zabezpieczenie;banknot;z";"zmianę;wzorów";"NONE;Narodowy;Bank;Danii;zapowiedział;wzorów;i;zabezpieczeń;banknotów;z";"sg;pl";"sgsgsgsg;pl_plpl_";"acc;gen";"nomnomgen_;gen_gengeninst";"f;m3";"m3m3fm1;m3_nm3_";1;;chunk_np;subsumed:Process_subsumed:NormativeAttribute;"6561;3245";subsumed:Process_subsumed:NormativeAttribute;"6561;3245";"NONEadjsubstsubstpraet;substconjsubstsubstprep";"NONE;narodowy;bank;Dania;zapowiedzieć;wzór;i;zabezpieczenie;banknot;z";"NONE;Narodowy;Bank;Danii;zapowiedział;wzorów;i;zabezpieczeń;banknotów;z";"sgsgsgsg;pl_plpl_";"nomnomgen_;gen_gengeninst";"m3m3fm1;m3_nm3_";"NONEadjsubstsubstpraet;substconjsubstsubstprep";"NONE;narodowy;bank;Dania;zapowiedzieć;wzór;i;zabezpieczenie;banknot;z";"NONE;Narodowy;Bank;Danii;zapowiedział;wzorów;i;zabezpieczeń;banknotów;z";"sgsgsgsg;pl_plpl_";"nomnomgen_;gen_gengeninst";"m3m3fm1;m3_nm3_";"6561;3245";"0;0";"1;0";"undergoer;patient"
"subst;subst";"NONEadjsubstsubstpraet;substconjsubstsubstprep";"zmiana;zabezpieczenie";"NONE;narodowy;bank;Dania;zapowiedzieć;wzór;i;zabezpieczenie;banknot;z";"zmianę;zabezpieczeń";"NONE;Narodowy;Bank;Danii;zapowiedział;wzorów;i;zabezpieczeń;banknotów;z";"sg;pl";"sgsgsgsg;pl_plpl_";"acc;gen";"nomnomgen_;gen_gengeninst";"f;n";"m3m3fm1;m3_nm3_";3;substconj;chunk_np;subsumed:Process_NONE;"6561;93360";subsumed:Process_NONE;"6561;93360";"NONEadjsubstsubstpraet;substconjsubstsubstprep";"NONE;narodowy;bank;Dania;zapowiedzieć;wzór;i;zabezpieczenie;banknot;z";"NONE;Narodowy;Bank;Danii;zapowiedział;wzorów;i;zabezpieczeń;banknotów;z";"sgsgsgsg;pl_plpl_";"nomnomgen_;gen_gengeninst";"m3m3fm1;m3_nm3_";"NONEadjsubstsubstpraet;substconjsubstsubstprep";"NONE;narodowy;bank;Dania;zapowiedzieć;wzór;i;zabezpieczenie;banknot;z";"NONE;Narodowy;Bank;Danii;zapowiedział;wzorów;i;zabezpieczeń;banknotów;z";"sgsgsgsg;pl_plpl_";"nomnomgen_;gen_gengeninst";"m3m3fm1;m3_nm3_";"6561;93360";"0;1";"1;0";undergoer
"subst;subst";"NONEadjsubstsubstpraet;substconjsubstsubstprep";"zmiana;wzór";"NONE;narodowy;bank;Dania;zapowiedzieć;wzór;i;zabezpieczenie;banknot;z";"zmianę;wzorów";"NONE;Narodowy;Bank;Danii;zapowiedział;wzorów;i;zabezpieczeń;banknotów;z";"sg;pl";"sgsgsgsg;pl_plpl_";"acc;gen";"nomnomgen_;gen_gengeninst";"f;m3";"m3m3fm1;m3_nm3_";1;;chunk_np;subsumed:Process_subsumed:NormativeAttribute;"6561;3245";subsumed:Process_subsumed:NormativeAttribute;"6561;3245";"NONEadjsubstsubstpraet;substconjsubstsubstprep";"NONE;narodowy;bank;Dania;zapowiedzieć;wzór;i;zabezpieczenie;banknot;z";"NONE;Narodowy;Bank;Danii;zapowiedział;wzorów;i;zabezpieczeń;banknotów;z";"sgsgsgsg;pl_plpl_";"nomnomgen_;gen_gengeninst";"m3m3fm1;m3_nm3_";"NONEadjsubstsubstpraet;substconjsubstsubstprep";"NONE;narodowy;bank;Dania;zapowiedzieć;wzór;i;zabezpieczenie;banknot;z";"NONE;Narodowy;Bank;Danii;zapowiedział;wzorów;i;zabezpieczeń;banknotów;z";"sgsgsgsg;pl_plpl_";"nomnomgen_;gen_gengeninst";"m3m3fm1;m3_nm3_";"6561;3245";"0;0";"1;0";"undergoer;patient"
"subst;subst";"substpraetsubstsubstconj;substprepadjsubstinterp";"zabezpieczenie;banknot";"Dania;zapowiedzieć;zmiana;wzór;i;banknot;z;duński;korona;.";"zabezpieczeń;banknotów";"Danii;zapowiedział;zmianę;wzorów;i;banknotów;z;duńskimi;koronami;.";"pl;pl";"sgsgsgpl_;pl_plpl_";"gen;gen";"gen_accgen_;geninstinstinst_";"n;m3";"fm1fm3_;m3_ff_";1;;chunk_np;NONE_subsumed:CurrencyBill;"93360;2313";NONE_subsumed:CurrencyBill;"93360;2313";"substpraetsubstsubstconj;substprepadjsubstinterp";"Dania;zapowiedzieć;zmiana;wzór;i;banknot;z;duński;korona;.";"Danii;zapowiedział;zmianę;wzorów;i;banknotów;z;duńskimi;koronami;.";"sgsgsgpl_;pl_plpl_";"gen_accgen_;geninstinstinst_";"fm1fm3_;m3_ff_";"substpraetsubstsubstconj;substprepadjsubstinterp";"Dania;zapowiedzieć;zmiana;wzór;i;banknot;z;duński;korona;.";"Danii;zapowiedział;zmianę;wzorów;i;banknotów;z;duńskimi;koronami;.";"sgsgsgpl_;pl_plpl_";"gen_accgen_;geninstinstinst_";"fm1fm3_;m3_ff_";"93360;2313";"1;0";"0;0";"undergoer;patient"
"subst;subst";"substpraetsubstsubstconj;substprepadjsubstinterp";"zabezpieczenie;banknot";"Dania;zapowiedzieć;zmiana;wzór;i;banknot;z;duński;korona;.";"zabezpieczeń;banknotów";"Danii;zapowiedział;zmianę;wzorów;i;banknotów;z;duńskimi;koronami;.";"pl;pl";"sgsgsgpl_;pl_plpl_";"gen;gen";"gen_accgen_;geninstinstinst_";"n;m3";"fm1fm3_;m3_ff_";1;;chunk_np;NONE_subsumed:CurrencyBill;"93360;2313";NONE_subsumed:CurrencyBill;"93360;2313";"substpraetsubstsubstconj;substprepadjsubstinterp";"Dania;zapowiedzieć;zmiana;wzór;i;banknot;z;duński;korona;.";"Danii;zapowiedział;zmianę;wzorów;i;banknotów;z;duńskimi;koronami;.";"sgsgsgpl_;pl_plpl_";"gen_accgen_;geninstinstinst_";"fm1fm3_;m3_ff_";"substpraetsubstsubstconj;substprepadjsubstinterp";"Dania;zapowiedzieć;zmiana;wzór;i;banknot;z;duński;korona;.";"Danii;zapowiedział;zmianę;wzorów;i;banknotów;z;duńskimi;koronami;.";"sgsgsgpl_;pl_plpl_";"gen_accgen_;geninstinstinst_";"fm1fm3_;m3_ff_";"93360;2313";"1;0";"0;0";"undergoer;patient"
"subst;adj";"NONENONENONENONEadj;finqubprepsubstprep";"banknot;nowy";"NONE;NONE;NONE;NONE;nowy;pojawić;się;w;obrót;na";"banknoty;Nowe";"NONE;NONE;NONE;NONE;Nowe;pojawią;się;w;obrocie;na";"pl;pl";"pl;pl__sg_";"nom;nom";"nom;__loclocloc";"m3;m3";"m3;___m3_";1;;chunk_np;subsumed:CurrencyBill_NONE;"2313;420068";subsumed:CurrencyBill_NONE;"2313;420068";"NONENONENONENONEadj;finqubprepsubstprep";"NONE;NONE;NONE;NONE;nowy;pojawić;się;w;obrót;na";"NONE;NONE;NONE;NONE;Nowe;pojawią;się;w;obrocie;na";"pl;pl__sg_";"nom;__loclocloc";"m3;___m3_";"NONENONENONENONEadj;finqubprepsubstprep";"NONE;NONE;NONE;NONE;nowy;pojawić;się;w;obrót;na";"NONE;NONE;NONE;NONE;Nowe;pojawią;się;w;obrocie;na";"pl;pl__sg_";"nom;__loclocloc";"m3;___m3_";"2313;420068";"0;0";"0;0";attribute
"subst;adj";"predsubstprepsubstadj;interpNONENONENONENONE";"dkk;50";"to;banknot;o;nominał;50;.;NONE;NONE;NONE;NONE";"DKK;50";"to;banknot;o;nominale;50;.;NONE;NONE;NONE;NONE";"sg;sg";"_sg_sgsg;_";"gen;gen";"_nomloclocgen;_";"m3;m3";"_m3_m3m3;_";1;;chunk_np;NONE_NONE;"249280;NONE";NONE_NONE;"249280;NONE";"predsubstprepsubstadj;interpNONENONENONENONE";"to;banknot;o;nominał;50;.;NONE;NONE;NONE;NONE";"to;banknot;o;nominale;50;.;NONE;NONE;NONE;NONE";"_sg_sgsg;_";"_nomloclocgen;_";"_m3_m3m3;_";"predsubstprepsubstadj;interpNONENONENONENONE";"to;banknot;o;nominał;50;.;NONE;NONE;NONE;NONE";"to;banknot;o;nominale;50;.;NONE;NONE;NONE;NONE";"_sg_sgsg;_";"_nomloclocgen;_";"_m3_m3m3;_";"249280;NONE";"0;0";"0;0";amount
"subst;num";"advinterpcompprepnum;prepsubstadjinterpNONE";"dkk;1000";"sukcesywnie;,;aż;do;1000;w;rok;2013;.;NONE";"DKK;1000";"sukcesywnie;,;aż;do;1000;w;roku;2013;.;NONE";"sg;pl";"____pl;_sgsg_";"gen;gen";"___gengen;loclocloc_";"m3;m3";"____m3;_m3m3_";1;;chunk_np;NONE_NONE;"249280;NONE";NONE_NONE;"249280;NONE";"advinterpcompprepnum;prepsubstadjinterpNONE";"sukcesywnie;,;aż;do;1000;w;rok;2013;.;NONE";"sukcesywnie;,;aż;do;1000;w;roku;2013;.;NONE";"____pl;_sgsg_";"___gengen;loclocloc_";"____m3;_m3m3_";"advinterpcompprepnum;prepsubstadjinterpNONE";"sukcesywnie;,;aż;do;1000;w;rok;2013;.;NONE";"sukcesywnie;,;aż;do;1000;w;roku;2013;.;NONE";"____pl;_sgsg_";"___gengen;loclocloc_";"____m3;_m3m3_";"249280;NONE";"0;0";"0;0";amount
"subst;adj";"NONEadjinterpadvadj;bedzieppasadvinterpcomp";"nominał;wysoki";"NONE;kolejny;,;coraz;wysoki;być;wprowadzać;sukcesywnie;,;aż";"nominały;wyższe";"NONE;Kolejne;,;coraz;wyższe;będą;wprowadzane;sukcesywnie;,;aż";"pl;pl";"pl__pl;plpl___";"nom;nom";"nom__nom;_nom___";"m3;m3";"m3__m3;_m3___";1;;chunk_np;subsumed:SubjectiveAssessmentAttribute_NONE;"19740;4032";subsumed:SubjectiveAssessmentAttribute_NONE;"19740;4032";"NONEadjinterpadvadj;bedzieppasadvinterpcomp";"NONE;kolejny;,;coraz;wysoki;być;wprowadzać;sukcesywnie;,;aż";"NONE;Kolejne;,;coraz;wyższe;będą;wprowadzane;sukcesywnie;,;aż";"pl__pl;plpl___";"nom__nom;_nom___";"m3__m3;_m3___";"NONEadjinterpadvadj;bedzieppasadvinterpcomp";"NONE;kolejny;,;coraz;wysoki;być;wprowadzać;sukcesywnie;,;aż";"NONE;Kolejne;,;coraz;wyższe;będą;wprowadzane;sukcesywnie;,;aż";"pl__pl;plpl___";"nom__nom;_nom___";"m3__m3;_m3___";"19740;4032";"0;0";"0;0";attribute
"ppas;adv";"interpadvadjsubstbedzie;advinterpcompprepnum";"wprowadzać;sukcesywnie";",;coraz;wysoki;nominał;być;sukcesywnie;,;aż;do;1000";"wprowadzane;sukcesywnie";",;coraz;wyższe;nominały;będą;sukcesywnie;,;aż;do;1000";"pl;_";"__plplpl;____pl";"nom;_";"__nomnom_;___gengen";"m3;_";"__m3m3_;____m3";1;;chunk_np;NONE_NONE;"57858;NONE";NONE_NONE;"57858;NONE";"interpadvadjsubstbedzie;advinterpcompprepnum";",;coraz;wysoki;nominał;być;sukcesywnie;,;aż;do;1000";",;coraz;wyższe;nominały;będą;sukcesywnie;,;aż;do;1000";"__plplpl;____pl";"__nomnom_;___gengen";"__m3m3_;____m3";"interpadvadjsubstbedzie;advinterpcompprepnum";",;coraz;wysoki;nominał;być;sukcesywnie;,;aż;do;1000";",;coraz;wyższe;nominały;będą;sukcesywnie;,;aż;do;1000";"__plplpl;____pl";"__nomnom_;___gengen";"__m3m3_;____m3";"57858;NONE";"0;0";"0;0";manner
"subst;subst";"NONENONENONENONEadj;substpraetsubstsubstsubst";"wygląd;banknot";"NONE;NONE;NONE;NONE;nowy;banknot;zaprojektować;artystka;Karina;birgitte";"wygląd;banknotów";"NONE;NONE;NONE;NONE;Nowy;banknotów;zaprojektowała;artystka;Karin;Birgitte";"sg;pl";"sg;plsgsgplsg";"nom;gen";"nom;gen_nomgengen";"m3;m3";"m3;m3fffn";1;;chunk_np;R:VisualAttribute_subsumed:CurrencyBill;"103760;2313";R:VisualAttribute_subsumed:CurrencyBill;"103760;2313";"NONENONENONENONEadj;substpraetsubstsubstsubst";"NONE;NONE;NONE;NONE;nowy;banknot;zaprojektować;artystka;Karina;birgitte";"NONE;NONE;NONE;NONE;Nowy;banknotów;zaprojektowała;artystka;Karin;Birgitte";"sg;plsgsgplsg";"nom;gen_nomgengen";"m3;m3fffn";"NONENONENONENONEadj;substpraetsubstsubstsubst";"NONE;NONE;NONE;NONE;nowy;banknot;zaprojektować;artystka;Karina;birgitte";"NONE;NONE;NONE;NONE;Nowy;banknotów;zaprojektowała;artystka;Karin;Birgitte";"sg;plsgsgplsg";"nom;gen_nomgengen";"m3;m3fffn";"103760;2313";"0;0";"0;0";undergoer
"subst;adj";"NONENONENONENONEadj;substpraetsubstsubstsubst";"wygląd;nowy";"NONE;NONE;NONE;NONE;nowy;banknot;zaprojektować;artystka;Karina;birgitte";"wygląd;Nowy";"NONE;NONE;NONE;NONE;Nowy;banknotów;zaprojektowała;artystka;Karin;Birgitte";"sg;sg";"sg;plsgsgplsg";"nom;nom";"nom;gen_nomgengen";"m3;m3";"m3;m3fffn";1;;chunk_np;R:VisualAttribute_NONE;"103760;420068";R:VisualAttribute_NONE;"103760;420068";"NONENONENONENONEadj;substpraetsubstsubstsubst";"NONE;NONE;NONE;NONE;nowy;banknot;zaprojektować;artystka;Karina;birgitte";"NONE;NONE;NONE;NONE;Nowy;banknotów;zaprojektowała;artystka;Karin;Birgitte";"sg;plsgsgplsg";"nom;gen_nomgengen";"m3;m3fffn";"NONENONENONENONEadj;substpraetsubstsubstsubst";"NONE;NONE;NONE;NONE;nowy;banknot;zaprojektować;artystka;Karina;birgitte";"NONE;NONE;NONE;NONE;Nowy;banknotów;zaprojektowała;artystka;Karin;Birgitte";"sg;plsgsgplsg";"nom;gen_nomgengen";"m3;m3fffn";"103760;420068";"0;0";"0;0";manner
"subst;adj";"NONENONENONENONENONE;adjsubstfinsubstinterp";"motyw;przewodni";"NONE;NONE;NONE;NONE;NONE;przewodni;seria;być;most;-";"Motywem;przewodnim";"NONE;NONE;NONE;NONE;NONE;przewodnim;serii;są;mosty;-";"sg;sg";";sgsgplpl_";"inst;inst";";instgen_nom_";"m3;m3";";m3f_m3_";1;;chunk_np;subsumed:Proposition_subsumed:SubjectiveWeakNegativeAttribute;"1700;233340";subsumed:Proposition_subsumed:SubjectiveWeakNegativeAttribute;"1700;233340";"NONENONENONENONENONE;adjsubstfinsubstinterp";"NONE;NONE;NONE;NONE;NONE;przewodni;seria;być;most;-";"NONE;NONE;NONE;NONE;NONE;przewodnim;serii;są;mosty;-";";sgsgplpl_";";instgen_nom_";";m3f_m3_";"NONENONENONENONENONE;adjsubstfinsubstinterp";"NONE;NONE;NONE;NONE;NONE;przewodni;seria;być;most;-";"NONE;NONE;NONE;NONE;NONE;przewodnim;serii;są;mosty;-";";sgsgplpl_";";instgen_nom_";";m3f_m3_";"1700;233340";"0;0";"0;0";attribute
"ppas;subst";"substfinsubstinterpprep;substsubstpredconjppas";"opublikować;wzór";"seria;być;most;-;na;wzór;banknot;widać;i;uprościć";"opublikowanych;wzorach";"serii;są;mosty;-;na;wzorach;banknotów;widać;i;uproszczone";"pl;pl";"sgplpl__;plpl__pl";"loc;loc";"gen_nom_loc;locgen__acc";"m3;m3";"f_m3__;m3m3__m3";1;;chunk_np;NONE_subsumed:NormativeAttribute;"56068;3245";NONE_subsumed:NormativeAttribute;"56068;3245";"substfinsubstinterpprep;substsubstpredconjppas";"seria;być;most;-;na;wzór;banknot;widać;i;uprościć";"serii;są;mosty;-;na;wzorach;banknotów;widać;i;uproszczone";"sgplpl__;plpl__pl";"gen_nom_loc;locgen__acc";"f_m3__;m3m3__m3";"substfinsubstinterpprep;substsubstpredconjppas";"seria;być;most;-;na;wzór;banknot;widać;i;uprościć";"serii;są;mosty;-;na;wzorach;banknotów;widać;i;uproszczone";"sgplpl__;plpl__pl";"gen_nom_loc;locgen__acc";"f_m3__;m3m3__m3";"56068;3245";"0;0";"0;0";"undergoer;patient"
"ppas;subst";"substfinsubstinterpprep;substsubstpredconjppas";"opublikować;wzór";"seria;być;most;-;na;wzór;banknot;widać;i;uprościć";"opublikowanych;wzorach";"serii;są;mosty;-;na;wzorach;banknotów;widać;i;uproszczone";"pl;pl";"sgplpl__;plpl__pl";"loc;loc";"gen_nom_loc;locgen__acc";"m3;m3";"f_m3__;m3m3__m3";1;;chunk_np;NONE_subsumed:NormativeAttribute;"56068;3245";NONE_subsumed:NormativeAttribute;"56068;3245";"substfinsubstinterpprep;substsubstpredconjppas";"seria;być;most;-;na;wzór;banknot;widać;i;uprościć";"serii;są;mosty;-;na;wzorach;banknotów;widać;i;uproszczone";"sgplpl__;plpl__pl";"gen_nom_loc;locgen__acc";"f_m3__;m3m3__m3";"substfinsubstinterpprep;substsubstpredconjppas";"seria;być;most;-;na;wzór;banknot;widać;i;uprościć";"serii;są;mosty;-;na;wzorach;banknotów;widać;i;uproszczone";"sgplpl__;plpl__pl";"gen_nom_loc;locgen__acc";"f_m3__;m3m3__m3";"56068;3245";"0;0";"0;0";"undergoer;patient"
"ppas;subst";"ppassubstsubstpredconj;substadjadjsubstconj";"uprościć;schemat";"opublikować;wzór;banknot;widać;i;schemat;techniczny;ten;konstrukcja;i";"uproszczone;schematy";"opublikowanych;wzorach;banknotów;widać;i;schematy;techniczne;tych;konstrukcji;i";"pl;pl";"plplpl__;plplplpl_";"acc;acc";"loclocgen__;accaccgengen_";"m3;m3";"m3m3m3__;m3fff_";1;;chunk_np;"NONE_subsumed:Icon;subsumed:Blueprint";"55534;16985";"NONE_subsumed:Icon;subsumed:Blueprint";"55534;16985";"ppassubstsubstpredconj;substadjadjsubstconj";"opublikować;wzór;banknot;widać;i;schemat;techniczny;ten;konstrukcja;i";"opublikowanych;wzorach;banknotów;widać;i;schematy;techniczne;tych;konstrukcji;i";"plplpl__;plplplpl_";"loclocgen__;accaccgengen_";"m3m3m3__;m3fff_";"ppassubstsubstpredconj;substadjadjsubstconj";"opublikować;wzór;banknot;widać;i;schemat;techniczny;ten;konstrukcja;i";"opublikowanych;wzorach;banknotów;widać;i;schematy;techniczne;tych;konstrukcji;i";"plplpl__;plplplpl_";"loclocgen__;accaccgengen_";"m3m3m3__;m3fff_";"55534;16985";"0;0";"0;0";"undergoer;patient"
"ppas;subst";"ppassubstsubstpredconj;substadjadjsubstconj";"uprościć;schemat";"opublikować;wzór;banknot;widać;i;schemat;techniczny;ten;konstrukcja;i";"uproszczone;schematy";"opublikowanych;wzorach;banknotów;widać;i;schematy;techniczne;tych;konstrukcji;i";"pl;pl";"plplpl__;plplplpl_";"acc;acc";"loclocgen__;accaccgengen_";"m3;m3";"m3m3m3__;m3fff_";1;;chunk_np;"NONE_subsumed:Icon;subsumed:Blueprint";"55534;16985";"NONE_subsumed:Icon;subsumed:Blueprint";"55534;16985";"ppassubstsubstpredconj;substadjadjsubstconj";"opublikować;wzór;banknot;widać;i;schemat;techniczny;ten;konstrukcja;i";"opublikowanych;wzorach;banknotów;widać;i;schematy;techniczne;tych;konstrukcji;i";"plplpl__;plplplpl_";"loclocgen__;accaccgengen_";"m3m3m3__;m3fff_";"ppassubstsubstpredconj;substadjadjsubstconj";"opublikować;wzór;banknot;widać;i;schemat;techniczny;ten;konstrukcja;i";"opublikowanych;wzorach;banknotów;widać;i;schematy;techniczne;tych;konstrukcji;i";"plplpl__;plplplpl_";"loclocgen__;accaccgengen_";"m3m3m3__;m3fff_";"55534;16985";"0;0";"0;0";"undergoer;patient"
"ger;subst";"interpsubstadjsubstinterp;adjsubstfinadjinterp";"wprowadzić;wzór";",;prezes;narodowy;bank;,;nowy;wzór;być;konieczny;,";"wprowadzenie;wzorów";",;prezesa;Narodowego;Banku;,;nowych;wzorów;jest;konieczne;,";"sg;pl";"_sgsgsg_;plplsgsg_";"acc;gen";"_gengengen_;gengen_nom_";"n;m3";"_m1m3m3_;m3m3_n_";2;adj;chunk_np;NONE_subsumed:NormativeAttribute;"NONE;3245";NONE_subsumed:NormativeAttribute;"NONE;3245";"interpsubstadjsubstinterp;adjsubstfinadjinterp";",;prezes;narodowy;bank;,;nowy;wzór;być;konieczny;,";",;prezesa;Narodowego;Banku;,;nowych;wzorów;jest;konieczne;,";"_sgsgsg_;plplsgsg_";"_gengengen_;gengen_nom_";"_m1m3m3_;m3m3_n_";"interpsubstadjsubstinterp;adjsubstfinadjinterp";",;prezes;narodowy;bank;,;nowy;wzór;być;konieczny;,";",;prezesa;Narodowego;Banku;,;nowych;wzorów;jest;konieczne;,";"_sgsgsg_;plplsgsg_";"_gengengen_;gengen_nom_";"_m1m3m3_;m3m3_n_";"NONE;3245";"0;0";"0;0";"undergoer;patient"
"ger;subst";"interpsubstadjsubstinterp;adjsubstfinadjinterp";"wprowadzić;wzór";",;prezes;narodowy;bank;,;nowy;wzór;być;konieczny;,";"wprowadzenie;wzorów";",;prezesa;Narodowego;Banku;,;nowych;wzorów;jest;konieczne;,";"sg;pl";"_sgsgsg_;plplsgsg_";"acc;gen";"_gengengen_;gengen_nom_";"n;m3";"_m1m3m3_;m3m3_n_";2;adj;chunk_np;NONE_subsumed:NormativeAttribute;"NONE;3245";NONE_subsumed:NormativeAttribute;"NONE;3245";"interpsubstadjsubstinterp;adjsubstfinadjinterp";",;prezes;narodowy;bank;,;nowy;wzór;być;konieczny;,";",;prezesa;Narodowego;Banku;,;nowych;wzorów;jest;konieczne;,";"_sgsgsg_;plplsgsg_";"_gengengen_;gengen_nom_";"_m1m3m3_;m3m3_n_";"interpsubstadjsubstinterp;adjsubstfinadjinterp";",;prezes;narodowy;bank;,;nowy;wzór;być;konieczny;,";",;prezesa;Narodowego;Banku;,;nowych;wzorów;jest;konieczne;,";"_sgsgsg_;plplsgsg_";"_gengengen_;gengen_nom_";"_m1m3m3_;m3m3_n_";"NONE;3245";"0;0";"0;0";"undergoer;patient"
"subst;adj";"adjsubstinterpgeradj;finadjinterpcompsubst";"wzór;nowy";"narodowy;bank;,;wprowadzić;nowy;być;konieczny;,;gdyż;postęp";"wzorów;nowych";"Narodowego;Banku;,;wprowadzenie;nowych;jest;konieczne;,;gdyż;postęp";"pl;pl";"sgsg_sgpl;sgsg__sg";"gen;gen";"gengen_accgen;_nom__nom";"m3;m3";"m3m3_nm3;_n__m3";1;;chunk_np;subsumed:NormativeAttribute_NONE;"3245;420068";subsumed:NormativeAttribute_NONE;"3245;420068";"adjsubstinterpgeradj;finadjinterpcompsubst";"narodowy;bank;,;wprowadzić;nowy;być;konieczny;,;gdyż;postęp";"Narodowego;Banku;,;wprowadzenie;nowych;jest;konieczne;,;gdyż;postęp";"sgsg_sgpl;sgsg__sg";"gengen_accgen;_nom__nom";"m3m3_nm3;_n__m3";"adjsubstinterpgeradj;finadjinterpcompsubst";"narodowy;bank;,;wprowadzić;nowy;być;konieczny;,;gdyż;postęp";"Narodowego;Banku;,;wprowadzenie;nowych;jest;konieczne;,;gdyż;postęp";"sgsg_sgpl;sgsg__sg";"gengen_accgen;_nom__nom";"m3m3_nm3;_n__m3";"3245;420068";"0;0";"0;0";attribute
"ger;adj";"substadjfinadvadj;pactsubstsubstprepsubst";"podrabiać;łatwy";"postęp;techniczny;umożliwiać;coraz;łatwy;istnieć;wersja;banknot;za;pomoc";"podrabianie;łatwiejsze";"postęp;techniczny;umożliwia;coraz;łatwiejsze;istniejących;wersji;banknotów;za;pomocą";"sg;sg";"sgsgsg_sg;plplpl_sg";"nom;nom";"nomnom__nom;gengengeninstinst";"n;n";"m3m3__n;ffm3_f";1;;chunk_np;NONE_subsumed:SubjectiveWeakPositiveAttribute;"NONE;105150";NONE_subsumed:SubjectiveWeakPositiveAttribute;"NONE;105150";"substadjfinadvadj;pactsubstsubstprepsubst";"postęp;techniczny;umożliwiać;coraz;łatwy;istnieć;wersja;banknot;za;pomoc";"postęp;techniczny;umożliwia;coraz;łatwiejsze;istniejących;wersji;banknotów;za;pomocą";"sgsgsg_sg;plplpl_sg";"nomnom__nom;gengengeninstinst";"m3m3__n;ffm3_f";"substadjfinadvadj;pactsubstsubstprepsubst";"postęp;techniczny;umożliwiać;coraz;łatwy;istnieć;wersja;banknot;za;pomoc";"postęp;techniczny;umożliwia;coraz;łatwiejsze;istniejących;wersji;banknotów;za;pomocą";"sgsgsg_sg;plplpl_sg";"nomnom__nom;gengengeninstinst";"m3m3__n;ffm3_f";"NONE;105150";"0;0";"0;0";manner
